id,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
14799,Maruti Wagon R,Maruti,Wagon R,5,36044,Dealer,CNG,Manual,26.6,998,58.16,5,415000
14800,Mahindra XUV500,Mahindra,XUV500,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,1550000
14801,Toyota Fortuner,Toyota,Fortuner,8,72000,Dealer,Diesel,Manual,13,2982,168.5,7,1250000
14802,Volkswagen Ameo,Volkswagen,Ameo,5,13572,Dealer,Diesel,Manual,21.66,1498,108.62,5,575000
14803,Mahindra KUV100,Mahindra,KUV100,2,5000,Individual,Diesel,Manual,25.32,1198,77,6,700000
14804,Ford Ecosport,Ford,Ecosport,3,28000,Dealer,Diesel,Manual,23,1498,98.96,5,811000
14805,Maruti Swift,Maruti,Swift,9,78000,Dealer,Diesel,Manual,22.9,1248,74,5,475000
14806,Maruti SX4,Maruti,SX4,10,77000,Individual,Diesel,Manual,21.5,1248,88.8,5,340000
14807,Hyundai Creta,Hyundai,Creta,6,79825,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
14808,Ford Ecosport,Ford,Ecosport,6,70000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
14809,Skoda Octavia,Skoda,Octavia,7,35000,Dealer,Diesel,Automatic,19.3,1968,141,5,1075000
14810,Hyundai Verna,Hyundai,Verna,8,120000,Individual,Petrol,Manual,17.43,1396,105.5,5,390000
14811,Maruti Ertiga,Maruti,Ertiga,6,81000,Dealer,CNG,Manual,22.8,1373,80.9,7,640000
14812,Hyundai i20,Hyundai,i20,4,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,625000
14813,Tata Zest,Tata,Zest,3,5000,Dealer,Petrol,Manual,17.57,1193,88.7,5,425000
14814,Toyota Platinum,Toyota,Platinum,3,70000,Individual,Diesel,Manual,23.59,1364,67.04,5,790000
14815,Volkswagen Jetta,Volkswagen,Jetta,9,95000,Dealer,Diesel,Automatic,16.96,1968,138.1,5,595000
14816,Maruti Alto,Maruti,Alto,4,23000,Individual,Petrol,Manual,23.95,998,67.05,5,390000
14817,Volkswagen Ameo,Volkswagen,Ameo,3,14000,Dealer,Petrol,Manual,17,1198,74,5,700000
14818,Toyota Innova,Toyota,Innova,6,51452,Dealer,Diesel,Manual,12.99,2494,100.6,8,1095000
14819,Maruti Swift Dzire,Maruti,Swift Dzire,6,105240,Dealer,Diesel,Manual,23.4,1248,74,5,530000
14820,Maruti Celerio,Maruti,Celerio,5,87187,Dealer,Diesel,Manual,27.62,793,47,5,399000
14821,Skoda Superb,Skoda,Superb,12,68000,Dealer,Petrol,Automatic,12,3597,260,5,499000
14822,Volkswagen Polo,Volkswagen,Polo,4,27000,Dealer,Petrol,Manual,16.2,1199,74,5,695000
14823,Maruti Ertiga,Maruti,Ertiga,4,50000,Dealer,Diesel,Manual,24.2,1498,93.87,7,740000
14824,Honda City,Honda,City,3,21000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1185000
14825,Datsun GO,Datsun,GO,3,35000,Individual,Petrol,Manual,19.44,1198,67,7,410000
14826,Hyundai Grand,Hyundai,Grand,6,100000,Individual,Petrol,Manual,18.9,1197,82,5,400000
14827,Honda WR-V,Honda,WR-V,3,20000,Individual,Diesel,Manual,25.5,1498,98.6,5,950000
14828,Audi A4,Audi,A4,9,40000,Dealer,Diesel,Automatic,16.55,1968,140,5,1650000
14829,Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17,1497,118,5,272000
14830,Maruti Vitara,Maruti,Vitara,4,35000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000
14831,Hyundai Elantra,Hyundai,Elantra,8,75000,Dealer,Petrol,Automatic,14.5,1797,147.5,5,630000
14832,Hyundai i20,Hyundai,i20,6,76430,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
14833,Maruti Wagon R,Maruti,Wagon R,4,28763,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000
14834,Honda City,Honda,City,6,55000,Dealer,Petrol,Manual,16.8,1497,116.3,5,785000
14835,Mitsubishi Pajero,Mitsubishi,Pajero,7,173000,Individual,Diesel,Manual,13.5,2477,175.56,7,1100000
14836,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,12,96000,Dealer,Diesel,Automatic,11,2987,198.5,5,1050000
14837,Ford Endeavour,Ford,Endeavour,5,70000,Dealer,Diesel,Manual,13.5,2198,157.7,7,2090000
14838,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,28594,Dealer,Petrol,Automatic,14.74,1991,184,5,2800000
14839,Mahindra Scorpio,Mahindra,Scorpio,9,115000,Dealer,Diesel,Manual,12.05,2179,120,8,615000
14840,Renault Duster,Renault,Duster,7,63000,Dealer,Diesel,Manual,19.01,1461,108.45,5,591000
14841,Hyundai Santro,Hyundai,Santro,2,15000,Individual,Petrol,Automatic,20.3,1086,68,5,540000
14842,Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,1150000
14843,Skoda Rapid,Skoda,Rapid,6,58900,Dealer,Diesel,Automatic,21.66,1498,103.52,5,715000
14844,Renault Duster,Renault,Duster,6,59000,Dealer,Diesel,Manual,19.87,1461,83.8,5,665000
14845,Hyundai Verna,Hyundai,Verna,3,60000,Individual,Diesel,Manual,22,1582,126.2,5,1150000
14846,Maruti A,Maruti,A,9,40607,Dealer,Petrol,Automatic,16.98,998,66.1,5,265000
14847,Datsun GO,Datsun,GO,3,10177,Dealer,Petrol,Manual,20.62,1198,67,7,349000
14848,Maruti Swift Dzire,Maruti,Swift Dzire,13,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
14849,Hyundai Grand,Hyundai,Grand,7,42000,Dealer,Petrol,Automatic,18.9,1197,82,5,460000
14850,Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Individual,Petrol,Automatic,21.21,1197,81.8,5,630000
14851,Hyundai i10,Hyundai,i10,11,44400,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000
14852,Maruti Wagon R,Maruti,Wagon R,11,82000,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
14853,Ford Figo,Ford,Figo,11,89254,Dealer,Diesel,Manual,20,1399,68,5,285000
14854,Renault Captur,Renault,Captur,3,15000,Individual,Diesel,Manual,20.37,1461,108.45,5,1200000
14855,Honda City,Honda,City,3,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000
14856,Maruti Swift,Maruti,Swift,6,82000,Dealer,Petrol,Manual,16.1,1197,85,5,480000
14857,Maruti Swift,Maruti,Swift,3,43089,Dealer,Diesel,Manual,28.4,1248,74,5,750000
14858,Mahindra Bolero,Mahindra,Bolero,8,22000,Dealer,Diesel,Manual,15.96,2523,62.1,7,850000
14859,Hyundai Creta,Hyundai,Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1175000
14860,Volkswagen Ameo,Volkswagen,Ameo,4,54000,Dealer,Diesel,Automatic,22,1498,108.495,5,570000
14861,Maruti Alto,Maruti,Alto,10,60000,Individual,Petrol,Manual,20.92,998,67.1,5,225000
14862,Hyundai Creta,Hyundai,Creta,5,64000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
14863,Skoda Rapid,Skoda,Rapid,6,132000,Individual,Diesel,Manual,21.14,1498,103.6,5,450000
14864,Honda City,Honda,City,7,63000,Individual,Diesel,Manual,26,1498,98.6,5,600000
14865,Hyundai Creta,Hyundai,Creta,5,105000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
14866,Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Manual,23.01,999,67,5,410000
14867,Hyundai Creta,Hyundai,Creta,6,84918,Dealer,Diesel,Automatic,17.01,1582,126.2,5,917000
14868,Honda City,Honda,City,11,78000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,475000
14869,Maruti Wagon R,Maruti,Wagon R,5,65000,Individual,CNG,Manual,26.6,998,58.16,5,315000
14870,BMW 3,BMW,3,7,89000,Dealer,Diesel,Automatic,18.88,1995,184,5,2150000
14871,Maruti Zen,Maruti,Zen,9,46300,Dealer,Petrol,Manual,19,998,67.1,5,305000
14872,Toyota Innova,Toyota,Innova,4,30000,Individual,Diesel,Manual,13.68,2393,147.8,8,1550000
14873,Honda BRV,Honda,BRV,4,31000,Individual,Petrol,Manual,15.4,1497,117.3,7,950000
14874,Nissan Micra,Nissan,Micra,7,53800,Dealer,Petrol,Automatic,19.34,1198,76,5,465000
14875,Maruti Ciaz,Maruti,Ciaz,5,49184,Dealer,Diesel,Manual,26.82,1498,93.87,5,740000
14876,Maruti Swift Dzire,Maruti,Swift Dzire,4,79315,Individual,Diesel,Manual,28.4,1248,74.02,5,720000
14877,Toyota Innova,Toyota,Innova,8,148712,Dealer,Diesel,Manual,12.99,2494,100.6,7,1175000
14878,Tata Tiago,Tata,Tiago,5,13552,Dealer,Petrol,Manual,23.84,1199,84,5,450000
14879,Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
14880,Tata Safari,Tata,Safari,8,110000,Individual,Diesel,Manual,14,2179,138.1,7,400000
14881,Ford Figo,Ford,Figo,10,150000,Individual,Diesel,Manual,20,1399,68,5,250000
14882,Maruti Wagon R,Maruti,Wagon R,4,30000,Individual,CNG,Manual,33.54,998,67.04,5,450000
14883,Hyundai i20,Hyundai,i20,5,17000,Individual,Petrol,Manual,17.19,1197,81.86,5,720000
14884,Toyota Innova,Toyota,Innova,11,106868,Dealer,Diesel,Manual,12.8,2494,102,8,575000
14885,Hyundai Grand,Hyundai,Grand,7,20587,Dealer,Petrol,Manual,18.9,1197,81.86,5,415000
14886,Maruti Wagon R,Maruti,Wagon R,8,17568,Dealer,Petrol,Manual,18.9,998,67.1,5,389000
14887,Maruti SX4,Maruti,SX4,11,42656,Dealer,Petrol,Manual,15.5,1586,103.3,5,250000
14888,Tata Nexon,Tata,Nexon,3,30000,Individual,Petrol,Manual,17,1198,108.5,5,600000
14889,Skoda Laura,Skoda,Laura,12,175000,Individual,Diesel,Manual,17,1896,105,5,300000
14890,Maruti Celerio,Maruti,Celerio,6,64000,Dealer,Diesel,Manual,27.62,793,47,5,350000
14891,Datsun RediGO,Datsun,RediGO,4,30000,Individual,Petrol,Manual,22.7,799,53,5,200000
14892,Mahindra XUV500,Mahindra,XUV500,3,31324,Dealer,Diesel,Manual,16,2179,140,7,1685000
14893,Mahindra Thar,Mahindra,Thar,5,49000,Dealer,Diesel,Manual,16.55,2498,105,7,750000
14894,Tata Indica,Tata,Indica,6,73500,Individual,Diesel,Manual,25,1396,69,5,290000
14895,Maruti Alto,Maruti,Alto,9,57000,Individual,Petrol,Manual,19.7,796,46.3,5,180000
14896,Maruti 800,Maruti,800,23,70000,Individual,Petrol,Manual,16.1,796,37,4,45946
14897,Tata Zest,Tata,Zest,5,25000,Individual,Petrol,Manual,17.57,1193,88.7,5,375000
14898,Maruti Zen,Maruti,Zen,13,50000,Individual,Petrol,Manual,16.9,1061,64.9,5,150000
14899,Maruti Baleno,Maruti,Baleno,3,36790,Dealer,Petrol,Manual,21.4,1197,83.1,5,660000
14900,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,27000,Individual,Diesel,Automatic,13.5,2987,254.79,5,5500000
14901,Land Rover Rover,Land Rover,Rover,5,128000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,2675000
14902,Toyota Corolla,Toyota,Corolla,3,11000,Dealer,Petrol,Automatic,14.28,1798,138.03,5,1825000
14903,Ford Figo,Ford,Figo,7,69800,Individual,Petrol,Manual,15.6,1196,70.02,5,380000
14904,Renault KWID,Renault,KWID,4,35017,Dealer,Petrol,Automatic,24.04,999,67,5,385000
14905,Hyundai i20,Hyundai,i20,3,46432,Dealer,Diesel,Manual,21.9,1396,88.76,5,765000
14906,Renault KWID,Renault,KWID,2,25000,Individual,Petrol,Manual,23.01,999,67,5,335000
14907,Hyundai i20,Hyundai,i20,10,52846,Dealer,Petrol,Manual,17,1197,80,5,385000
14908,Hyundai Santa,Hyundai,Santa,8,72000,Dealer,Diesel,Manual,14.66,2199,194.3,7,1150000
14909,Toyota Innova,Toyota,Innova,5,58000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1649000
14910,Maruti A,Maruti,A,11,44500,Dealer,Petrol,Manual,19,998,66.1,5,295000
14911,Mahindra Bolero,Mahindra,Bolero,6,145000,Individual,Diesel,Manual,15.96,2523,62.1,7,499000
14912,Chevrolet Beat,Chevrolet,Beat,9,69000,Individual,Diesel,Manual,25.44,936,57.6,5,120000
14913,Mahindra XUV500,Mahindra,XUV500,9,100000,Dealer,Diesel,Manual,15.1,2179,140,7,775000
14914,Volkswagen Passat,Volkswagen,Passat,11,50000,Individual,Petrol,Manual,14.3,1798,160,5,500000
14915,Volkswagen Polo,Volkswagen,Polo,9,55000,Dealer,Diesel,Manual,22.07,1199,73.9,5,240000
14916,Hyundai Grand,Hyundai,Grand,4,46758,Dealer,Petrol,Automatic,18.9,1197,82,5,500000
14917,Maruti Eeco,Maruti,Eeco,11,106000,Dealer,CNG,Manual,20.88,1196,61.7,5,230000
14918,Honda Jazz,Honda,Jazz,4,20282,Dealer,Petrol,Automatic,19,1199,88.7,5,775000
14919,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,63000,Dealer,Petrol,Automatic,11.74,1796,186,5,1275000
14920,Honda Jazz,Honda,Jazz,5,39000,Dealer,Petrol,Manual,18.7,1199,88.7,5,545000
14921,Skoda Rapid,Skoda,Rapid,8,34000,Dealer,Petrol,Manual,15,1598,103.5,5,405000
14922,Maruti Swift Dzire,Maruti,Swift Dzire,4,52000,Dealer,Petrol,Manual,20.85,1197,83.14,5,690000
14923,Maruti Swift Dzire,Maruti,Swift Dzire,3,17000,Dealer,Petrol,Manual,22,1197,81.8,5,715000
14924,Maruti Swift Dzire,Maruti,Swift Dzire,7,210000,Individual,Diesel,Manual,23.4,1248,74,5,350000
14925,Maruti SX4,Maruti,SX4,5,40000,Individual,Diesel,Manual,23.65,1248,88.5,5,700000
14926,Hyundai i20,Hyundai,i20,5,61000,Dealer,Petrol,Manual,18.6,1197,81.83,5,635000
14927,Honda BRV,Honda,BRV,5,80000,Individual,Petrol,Manual,15.4,1497,117.3,7,600000
14928,Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Individual,Diesel,Manual,19.3,1248,73.9,5,505000
14929,Hyundai i20,Hyundai,i20,6,74000,Dealer,Diesel,Manual,22.54,1396,88.73,5,555000
14930,Chevrolet Aveo,Chevrolet,Aveo,8,34994,Dealer,Petrol,Manual,15.26,1150,74.9,5,170000
14931,Honda City,Honda,City,4,23000,Individual,Diesel,Manual,26,1498,98.6,5,875000
14932,Maruti A,Maruti,A,10,124000,Dealer,Petrol,Manual,19,998,66.1,5,185000
14933,Volkswagen Polo,Volkswagen,Polo,7,40000,Individual,Diesel,Manual,20.14,1498,88.8,5,600000
14934,Toyota Innova,Toyota,Innova,2,15000,Individual,Diesel,Manual,13.68,2393,147.8,8,2050000
14935,Kia Seltos,Kia,Seltos,2,20999,Dealer,Petrol,Manual,16.1,1353,138,5,1840000
14936,Hyundai i20,Hyundai,i20,11,120000,Individual,Petrol,Manual,18.5,1197,80,5,200000
14937,Ford Fiesta,Ford,Fiesta,10,87066,Individual,Petrol,Manual,15.3,1596,99.6,5,250000
14938,Honda City,Honda,City,6,47000,Dealer,Petrol,Automatic,18,1497,117.3,5,775000
14939,Maruti Wagon R,Maruti,Wagon R,6,45243,Dealer,Petrol,Manual,18.9,998,67.1,5,445000
14940,Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,Dealer,Petrol,Manual,21.21,1197,81.8,5,650000
14941,Maruti Swift,Maruti,Swift,4,51234,Dealer,Petrol,Manual,20.4,1197,81.8,5,445000
14942,Hyundai Creta,Hyundai,Creta,3,98000,Individual,Diesel,Manual,22.1,1396,88.7,5,950000
14943,Fiat Linea,Fiat,Linea,7,100000,Individual,Diesel,Manual,19.5,1248,75,5,255000
14944,Mahindra Scorpio,Mahindra,Scorpio,5,120000,Individual,Diesel,Manual,15.4,2523,75,9,825000
14945,Tata Nano,Tata,Nano,8,48230,Dealer,Petrol,Manual,25.4,624,37.48,4,133000
14946,Mahindra Scorpio,Mahindra,Scorpio,6,80000,Dealer,Diesel,Manual,15.4,2523,75,7,700000
14947,Tata Tiago,Tata,Tiago,3,49500,Individual,Petrol,Manual,23.84,1199,84,5,525000
14948,Toyota Fortuner,Toyota,Fortuner,10,120000,Individual,Diesel,Manual,11.5,2982,171,7,850000
14949,Hyundai EON,Hyundai,EON,4,30000,Individual,Petrol,Manual,21.1,814,55.2,5,260000
14950,Honda Jazz,Honda,Jazz,5,50000,Individual,Petrol,Manual,18.7,1199,88.7,5,650000
14951,Chevrolet Cruze,Chevrolet,Cruze,8,68000,Dealer,Diesel,Automatic,14.39,1998,163.7,5,525000
14952,Volkswagen Ameo,Volkswagen,Ameo,1,15000,Individual,Diesel,Manual,21.66,1498,108.62,5,600000
14953,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,12,67000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,1100000
14954,Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,275000
14955,Nissan Micra,Nissan,Micra,4,25000,Individual,Petrol,Manual,19.69,1198,67.04,5,310000
14956,Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Individual,Diesel,Manual,23.4,1248,74,5,550000
14957,Honda City,Honda,City,1,4600,Dealer,Petrol,Manual,17.8,1498,119.35,5,1165000
14958,Mercedes-Benz SLC,Mercedes-Benz,SLC,4,5000,Dealer,Petrol,Automatic,19,2996,362.07,2,6950000
14959,Maruti Swift Dzire,Maruti,Swift Dzire,6,88562,Dealer,Diesel,Manual,23.4,1248,74,5,520000
14960,Maruti Ertiga,Maruti,Ertiga,8,55000,Dealer,Diesel,Manual,20.77,1248,88.8,7,650000
14961,Hyundai Grand,Hyundai,Grand,3,38000,Dealer,Petrol,Manual,18.9,1197,81.86,5,595000
14962,Ford Ecosport,Ford,Ecosport,4,108000,Individual,Diesel,Manual,23,1498,98.96,5,900000
14963,Ford Ecosport,Ford,Ecosport,7,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,600000
14964,Toyota Corolla,Toyota,Corolla,13,156831,Dealer,Petrol,Manual,13.4,1794,125,5,425000
14965,Volkswagen Vento,Volkswagen,Vento,3,16000,Dealer,Petrol,Manual,16.09,1598,103.5,5,760000
14966,Hyundai Grand,Hyundai,Grand,4,21000,Dealer,Diesel,Manual,24,1186,73.97,5,610000
14967,Maruti Swift,Maruti,Swift,6,21000,Dealer,Petrol,Manual,21.21,1197,81.8,5,499000
14968,Hyundai i20,Hyundai,i20,7,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,530000
14969,Maruti Swift,Maruti,Swift,4,60000,Dealer,Petrol,Manual,22,1197,81.8,5,480000
14970,Honda Jazz,Honda,Jazz,6,64000,Individual,Petrol,Automatic,19,1199,88.7,5,551000
14971,Toyota Corolla,Toyota,Corolla,10,72000,Dealer,Petrol,Automatic,14.53,1794,138.1,5,440000
14972,Honda City,Honda,City,6,51235,Dealer,Petrol,Automatic,18,1497,117.3,5,648000
14973,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,30000,Dealer,Petrol,Manual,12.3,1796,185,5,1350000
14974,Maruti Swift,Maruti,Swift,8,101271,Individual,Diesel,Manual,22.9,1248,74,5,480000
14975,Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Individual,Diesel,Manual,23.4,1248,74,5,460000
14976,Maruti Swift,Maruti,Swift,6,72030,Dealer,Petrol,Manual,22,1197,81.8,5,525000
14977,Hyundai Verna,Hyundai,Verna,8,66000,Dealer,Petrol,Automatic,15.74,1591,121.3,5,560000
14978,Hyundai i20,Hyundai,i20,4,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,760000
14979,Maruti Swift Dzire,Maruti,Swift Dzire,4,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
14980,Maruti Swift,Maruti,Swift,4,49649,Dealer,Diesel,Manual,25.2,1248,74,5,645000
14981,Tata Aria,Tata,Aria,9,30000,Individual,Diesel,Manual,13.7,2197,138.1,7,450000
14982,Maruti Ertiga,Maruti,Ertiga,1,5000,Individual,Petrol,Automatic,17.99,1462,103.26,7,900000
14983,Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74,5,355000
14984,Honda Jazz,Honda,Jazz,5,103000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000
14985,Renault Triber,Renault,Triber,2,35000,Individual,Petrol,Manual,20,999,72,7,550000
14986,Hyundai i20,Hyundai,i20,6,53000,Dealer,Petrol,Manual,18.6,1197,81.83,5,599000
14987,Toyota Innova,Toyota,Innova,6,124000,Dealer,Diesel,Manual,12.99,2494,100,8,1150000
14988,Tata Vista,Tata,Vista,6,200000,Individual,Diesel,Manual,19.1,1405,70,5,300000
14989,Maruti Ciaz,Maruti,Ciaz,5,40000,Individual,Petrol,Manual,20.73,1373,91.1,5,650000
14990,BMW 5,BMW,5,3,30660,Dealer,Diesel,Automatic,22.48,1995,187.74,5,5595000
14991,Hyundai Verna,Hyundai,Verna,2,27000,Individual,Petrol,Manual,19.1,1368,98.6,5,950000
14992,Fiat Grande,Fiat,Grande,8,35000,Individual,Diesel,Manual,20.3,1248,75,5,260000
14993,Renault KWID,Renault,KWID,4,13800,Individual,Petrol,Manual,23.01,999,67,5,360000
14994,Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,23.95,998,67.05,5,370000
14995,Maruti Wagon R,Maruti,Wagon R,5,72000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
14996,Honda WR-V,Honda,WR-V,3,58000,Individual,Diesel,Manual,25.5,1498,98.6,5,950000
14997,Volkswagen Jetta,Volkswagen,Jetta,9,78000,Dealer,Diesel,Automatic,16.96,1968,138.03,5,650000
14998,Hyundai i10,Hyundai,i10,10,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
14999,Honda Amaze,Honda,Amaze,2,32000,Individual,Diesel,Manual,27.4,1498,98.63,5,850000
15000,Hyundai Verna,Hyundai,Verna,2,9100,Dealer,Diesel,Manual,22,1582,126.2,5,1325000
15001,BMW 5,BMW,5,3,65000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3950000
15002,Ford Figo,Ford,Figo,9,110000,Individual,Diesel,Manual,20,1399,68,5,195000
15003,Audi A6,Audi,A6,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1500000
15004,Renault KWID,Renault,KWID,5,24668,Dealer,Petrol,Automatic,24.04,999,67,5,345000
15005,Fiat Grande,Fiat,Grande,6,72068,Dealer,Diesel,Manual,21.2,1248,75,5,345000
15006,Hyundai i20,Hyundai,i20,4,17335,Dealer,Diesel,Manual,21.19,1396,88.73,5,820000
15007,Maruti Swift,Maruti,Swift,5,43000,Dealer,Petrol,Manual,22,1197,81.8,5,589000
15008,Maruti Wagon R,Maruti,Wagon R,5,29989,Dealer,Petrol,Manual,21.79,998,67.05,5,445000
15009,Tata Indica,Tata,Indica,14,213813,Individual,Diesel,Manual,17.5,1396,70,5,150000
15010,Hyundai Grand,Hyundai,Grand,5,19000,Dealer,Petrol,Manual,18.9,1197,82,5,535000
15011,Tata Safari,Tata,Safari,7,119000,Dealer,Diesel,Manual,14,2179,138.1,7,690000
15012,Honda City,Honda,City,6,50000,Individual,Diesel,Manual,26,1498,98.6,5,750000
15013,Maruti Alto,Maruti,Alto,6,77000,Individual,Petrol,Manual,23.95,998,67.05,5,245000
15014,Hyundai Grand,Hyundai,Grand,7,59571,Dealer,Petrol,Manual,18.9,1197,81.86,5,485000
15015,Maruti Ertiga,Maruti,Ertiga,8,74000,Dealer,Diesel,Manual,20.77,1248,88.8,7,655000
15016,BMW X1,BMW,X1,8,69000,Dealer,Diesel,Automatic,19.62,1998,192,5,1575000
15017,Ford Figo,Ford,Figo,10,71000,Dealer,Diesel,Manual,25.83,1498,99,5,240000
15018,Hyundai Grand,Hyundai,Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,555000
15019,Maruti Swift Dzire,Maruti,Swift Dzire,5,68000,Dealer,Diesel,Manual,26.59,1248,74,5,475000
15020,Hyundai Grand,Hyundai,Grand,4,40000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,549000
15021,Hyundai Santro,Hyundai,Santro,2,10000,Individual,Petrol,Automatic,20.3,1086,68,5,558000
15022,Volkswagen Polo,Volkswagen,Polo,6,81544,Dealer,Petrol,Automatic,17.21,1197,103.6,5,685000
15023,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,21000,Dealer,Diesel,Automatic,15,2143,204,5,2675000
15024,Hyundai Tucson,Hyundai,Tucson,5,119775,Dealer,Diesel,Automatic,16.38,1995,182.46,5,1690000
15025,Maruti Celerio,Maruti,Celerio,5,12000,Dealer,Petrol,Automatic,23.1,998,67.04,5,475000
15026,Mahindra XUV500,Mahindra,XUV500,4,46000,Individual,Diesel,Manual,16,2179,140,7,1100000
15027,Skoda Superb,Skoda,Superb,11,70000,Individual,Petrol,Automatic,13.7,1798,157.75,5,330000
15028,Hyundai i10,Hyundai,i10,9,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,375000
15029,Maruti Wagon R,Maruti,Wagon R,11,45000,Dealer,Petrol,Manual,18.9,1061,67,5,190000
15030,Maruti Vitara,Maruti,Vitara,2,35000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000
15031,Hyundai i20,Hyundai,i20,6,66032,Dealer,Petrol,Manual,17,1197,80,5,550000
15032,Volkswagen Polo,Volkswagen,Polo,8,55000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,660000
15033,Hyundai i20,Hyundai,i20,8,20000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
15034,Maruti Wagon R,Maruti,Wagon R,5,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,390000
15035,Maruti Vitara,Maruti,Vitara,4,13600,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
15036,Maruti Alto,Maruti,Alto,5,45222,Dealer,CNG,Manual,30.46,796,47.3,5,299000
15037,Skoda Rapid,Skoda,Rapid,7,70000,Dealer,Diesel,Manual,21.14,1498,103.6,5,535000
15038,Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17,1591,121.3,5,990000
15039,Toyota Innova,Toyota,Innova,11,123000,Dealer,Diesel,Manual,12.8,2494,102,7,399000
15040,Maruti Zen,Maruti,Zen,9,81102,Dealer,Petrol,Manual,18.2,998,67.1,5,259000
15041,Tata Indica,Tata,Indica,8,120000,Individual,Diesel,Manual,22.3,1248,74,5,100000
15042,Maruti Swift,Maruti,Swift,7,103000,Individual,Diesel,Manual,25.2,1248,74,5,500000
15043,Maruti Swift,Maruti,Swift,6,102506,Dealer,Diesel,Manual,25.2,1248,74,5,520000
15044,Tata Indica,Tata,Indica,9,86700,Individual,Diesel,Manual,22.3,1248,74,5,180000
15045,Maruti Ertiga,Maruti,Ertiga,4,45253,Dealer,CNG,Manual,26.8,1462,103,7,775000
15046,Volkswagen Polo,Volkswagen,Polo,6,26678,Dealer,Petrol,Automatic,17.21,1197,103.6,5,625000
15047,Mahindra Verito,Mahindra,Verito,9,60000,Individual,Diesel,Manual,21.03,1461,65,5,320000
15048,Honda Mobilio,Honda,Mobilio,6,120000,Individual,Diesel,Manual,24.2,1498,98.6,7,450000
15049,Hyundai Verna,Hyundai,Verna,2,8000,Dealer,Petrol,Automatic,17,1591,121.3,5,1250000
